,Close,MA_fast,MA_slow,Signal,Position_Change,Daily_Return,Strategy_Return,Cum_Strategy,Cum_BuyHold
2022-03-16,186.97704813134538,179.05475989057163,171.43252676438814,1,0.0,-0.0029354634825762282,-0.0029354634825762282,1.0143930447082274,1.2245834261632371
2022-03-17,187.0991874973925,179.7686364638413,172.15701891138087,1,0.0,0.0006532318659846492,0.0006532318659846492,1.015055678569664,1.2253833630797637
2022-03-18,182.82288314723075,180.10937340434648,172.7438822782575,1,0.0,-0.02285581464762565,-0.02285581464762565,0.9918557541232559,1.1973762280609284
2022-03-21,178.58248601146005,180.30397442761847,173.1759813912773,1,0.0,-0.023194017416057422,-0.023194017416057422,0.9688506344879043,1.16960426297371
2022-03-22,177.62707742576137,180.47435610760195,173.55310173934168,1,0.0,-0.0053499568016841526,-0.0053499568016841526,0.9636673254461098,1.163346930691735
2022-03-23,179.57648472903156,180.82878099897653,173.88929974851874,1,0.0,0.010974719234937202,0.010974719234937202,0.9742433037787637,1.1761143366289026
2022-03-24,178.3928288389253,181.033315851596,174.1837422754453,1,0.0,-0.00659137465516324,-0.00659137465516324,0.9678217011582738,1.1683621263988728
2022-03-25,179.38967379381597,181.27483612146816,174.46614807517778,1,0.0,0.005587920553637993,0.005587920553637993,0.973229811934433,1.1748908411390693
2022-03-28,182.35305413847448,181.77636092613469,174.79537048331545,1,0.0,0.016519235929179032,0.016519235929179032,0.9893068248110884,1.1942991401348773
2022-03-29,182.79711272891663,182.01163556126363,175.18705685313674,1,0.0,0.0024351585035968792,0.0024351585035968792,0.9917159437381936,1.197207447841815
2022-03-30,184.65114789748856,182.38330979616225,175.6568439955288,1,0.0,0.01014258453480843,0.01014258453480843,1.0017745065320756,1.209350225587253
2022-03-31,189.14886187531079,182.9883791458352,176.1940301210912,1,0.0,0.024357898821832258,0.024357898821832258,1.0261756286044748,1.2388074560222673
2022-04-01,185.58219508465655,183.35108888757097,176.6869790439001,1,0.0,-0.01885640101289865,-0.01885640101289865,1.0068256494418455,1.2154480058537427
2022-04-04,187.97389283591636,183.5722848391261,177.1586497816196,1,0.0,0.012887538862059511,0.012887538862059511,1.0198011541263456,1.2311121392639954
2022-04-05,182.55438555207192,183.53602436045304,177.45021449517662,1,0.0,-0.028831170127306738,-0.028831170127306738,0.9903990935557052,1.1956177357310827
2022-04-06,183.985033191549,183.45926611234012,177.66918505240434,1,0.0,0.007836829748847585,0.007836829748847585,0.9981606826353142,1.2049875883707097
2022-04-07,184.74977227445066,183.39770501907225,177.90177908299069,1,0.0,0.004156528765606016,0.004156528765606016,1.002309566225385,1.2099961539439708
2022-04-08,183.31554745411472,183.4715132296611,178.02499107790575,1,0.0,-0.007763066783137207,-0.007763066783137207,0.9945285701254,1.2006028729935645
2022-04-11,180.34505033705545,183.27256256438707,178.13663033765152,1,0.0,-0.0162042835881272,-0.0162042835881272,0.9784129471385934,1.1811479635628566
2022-04-12,180.32894679767975,182.91263348713238,178.29019611543052,1,0.0,-8.929293787440784e-05,-8.929293787440784e-05,0.9783255817720891,1.1810424953911256
2022-04-13,179.3104832816951,182.52930524464986,178.41578469379627,1,0.0,-0.005647809373207968,-0.005647809373207968,0.9728001853813075,1.1743721925154986
2022-04-14,179.75247978909866,182.16196985923517,178.5314652345035,1,0.0,0.0024649786187302958,0.0024649786187302958,0.9751981170385693,1.1772669948604808
2022-04-15,177.31999193384047,181.88682529856567,178.6833288083144,1,0.0,-0.013532430028849629,-0.013532430028849629,0.962001316755479,1.1613357116272573
2022-04-18,179.0355521978156,181.90947860788344,178.95924112796337,1,0.0,0.009674939894060097,0.009674939894060097,0.9713086216730948,1.1725715648340767
2022-04-19,176.25129651988658,181.84068956258972,179.15764688525022,1,0.0,-0.015551412240473406,-0.015551412240473406,0.9562034008847305,1.154336421047885
2022-04-20,175.55335844547983,181.63953324841214,179.38471528637083,1,0.0,-0.003959903207452431,-0.003959903207452431,0.9524169279705902,1.1497653605516984
2022-04-21,174.61284773843246,181.45053419338748,179.5258491885087,1,0.0,-0.005357406519451158,-0.005357406519451158,0.9473144433114449,1.1436056001132398
2022-04-22,178.35169658061756,181.39863533272757,179.71750191233951,1,0.0,0.02141222075357163,0.02141222075357163,0.9675985492946764,1.1680927356778852
2022-04-25,174.29100129433263,180.99553269052046,179.80825586702085,1,0.0,-0.022767909496445027,-0.022767909496445027,0.9455683530954436,1.1414977059885163
2022-04-26,173.29614334388035,180.52048422126865,179.86470378946913,1,0.0,-0.005708028200332782,-0.005708028200332782,0.9401710222706327,1.1349820048921186
2022-04-27,176.76502582049062,180.12617811741876,179.9382139273661,1,0.0,0.020017078335822003,0.020017078335822003,0.9589904992724938,1.1577010285937925
2022-04-28,175.0703429842418,179.42225217286529,179.98318766641097,0,-1.0,-0.009587206679503635,-0.009587206679503635,0.949796459152288,1.1466019095595898
2022-04-29,171.78716795561786,178.73250081641336,179.89876813878075,0,0.0,-0.018753462023659018,-0.0,0.949796459152288,1.1250991541924091
2022-05-02,172.7217259322162,177.96989247122838,179.8593933465047,0,0.0,0.005440208297978311,0.0,0.949796459152288,1.1312199279470951
2022-05-03,172.07686943386804,177.44601666531815,179.8165418586602,0,0.0,-0.0037334996212418092,-0.0,0.949796459152288,1.1269965187745634
2022-05-04,174.54758031800077,176.97414402164077,179.85773372698944,0,0.0,0.014358181272482229,0.0,0.949796459152288,1.143178139084585
2022-05-05,172.15085022662566,176.3441979192495,179.81470809579122,0,0.0,-0.013731098918751017,-0.0,0.949796459152288,1.127481046975061
2022-05-06,172.83300444702323,175.82007076889494,179.78018281680426,0,0.0,0.0039625376203460405,0.0,0.949796459152288,1.1319487330399267
2022-05-09,174.84220355476177,175.54492842978024,179.83057572699659,0,0.0,0.011625089282958134,0.0,0.949796459152288,1.1451077381252472
2022-05-10,177.92380958633953,175.42467156921325,179.82721951819664,0,0.0,0.017625069742458255,0.0,0.949796459152288,1.1652903418723333
2022-05-11,174.95995143436804,175.20714497684688,179.78206528289368,0,0.0,-0.016658018726455226,-0.0,0.949796459152288,1.1458789135356666
2022-05-12,179.15255743305417,175.17714885904465,179.8241669339177,0,0.0,0.023963232524437883,0.0,0.949796459152288,1.173337876385572
2022-05-13,176.74827984048062,175.14856325437665,179.7925725257285,0,0.0,-0.013420280609011015,-0.0,0.949796459152288,1.1575913528352966
2022-05-16,172.67751223524954,174.83066125624836,179.5751232943372,0,0.0,-0.02303144114842326,-0.0,0.949796459152288,1.1309303557185468
2022-05-17,170.21335107910278,174.52876398420918,179.3137984134086,0,0.0,-0.014270307258015591,-0.0,0.949796459152288,1.1147916320550264
2022-05-18,170.78923374464156,174.29055774916725,179.01917912522526,0,0.0,0.0033832990296462917,0.0,0.949796459152288,1.1185633055020159
2022-05-19,170.06516710443768,174.06317371746752,178.70086258451786,0,0.0,-0.004239533279284391,-0.0,0.949796459152288,1.1138211191433538
2022-05-20,171.42210915341622,173.71669434610743,178.49251710273944,0,0.0,0.007978953433452007,0.0,0.949796459152288,1.1227082459861941
2022-05-23,172.9424087772136,173.6492647202515,178.26488400543298,0,0.0,0.008868748793872117,0.0,0.949796459152288,1.1326652633886545
2022-05-24,173.98149689067728,173.68353239759136,177.99396337639106,0,0.0,0.006008289816306744,0.0,0.949796459152288,1.139470644555957
2022-05-25,173.43042449068375,173.51680233110102,177.7230309035778,0,0.0,-0.003167419581059261,-0.0,0.949796459152288,1.1358614629243482
2022-05-26,178.6988085963109,173.69822561170446,177.55502332555622,0,0.0,0.03037750798972505,0.0,0.949796459152288,1.1703661035895534
2022-05-27,172.62907515480967,173.74032097166406,177.35114716570777,0,0.0,-0.03396627817039921,-0.0,0.949796459152288,1.1306131229538243
2022-05-30,168.05572716783692,173.50702103344508,177.14061198883533,0,0.0,-0.026492339038898693,-0.0,0.949796459152288,1.1006605367787035
2022-05-31,166.8483737707479,173.24559625028908,176.92503791573506,0,0.0,-0.0071842442827504405,-0.0,0.949796459152288,1.092753122610102
2022-06-01,163.67814714529956,172.702124591654,176.60707116406044,0,0.0,-0.019000644440228642,-0.0,0.949796459152288,1.0719901090664379
2022-06-02,157.26105206595193,171.95763468362034,176.18443562860094,0,0.0,-0.03920557014645998,-0.0,0.949796459152288,1.0299621256491223
2022-06-03,155.41299853924224,171.0866343882313,175.7049021235095,0,0.0,-0.011751501738234915,-0.0,0.949796459152288,1.0178585239392404
2022-06-06,153.69927026020363,170.02948772350337,175.13182644594406,0,0.0,-0.011026930148354874,-0.0,0.949796459152288,1.0066346690948547
2022-06-07,147.92732611757748,168.5296635500653,174.43443071371726,0,0.0,-0.03755349087119675,-0.0,0.949796459152288,0.9688320232383709
2022-06-08,150.10877537306544,167.28710474700014,173.74358326322883,0,0.0,0.014746763243419059,0.0,0.949796459152288,0.9831191597077098
2022-06-09,153.39955583779368,165.9994546672371,173.02859714247847,0,0.0,0.02192263881008727,0.0,0.949796459152288,1.0046717259532585
2022-06-10,156.60000435335763,164.992040892881,172.44895332785248,0,0.0,0.02086347967622637,0.0,0.949796459152288,1.0256326740889636
2022-06-13,155.47133291226206,164.1317319267316,171.79890212937937,0,0.0,-0.007207352552486501,-0.0,0.949796459152288,1.018240577817455
2022-06-14,155.97927643017215,163.42002819428507,171.2673999469414,0,0.0,0.003267120107581123,0.0,0.949796459152288,1.0215672920835974
2022-06-15,153.34498564283473,162.54781578919474,170.65459899596715,0,0.0,-0.01688872296132704,-0.0,0.949796459152288,1.0043143251012445
2022-06-16,153.99085048618957,161.74409995828233,170.0394205602019,0,0.0,0.004211841950014339,0.0,0.949796459152288,1.0085443383067063
2022-06-17,152.47587434715038,160.796788217969,169.42262709806263,0,0.0,-0.0098380919012786,-0.0,0.949796459152288,0.9986221864199307
2022-06-20,153.6173106642218,159.83053331231946,168.88807230460597,0,0.0,0.007486012603362013,0.0,0.949796459152288,1.0060978846934672
2022-06-21,152.91419657553445,158.77716829656228,168.33977730016304,0,0.0,-0.004577049849702308,-0.0,0.949796459152288,1.0014929245215451
2022-06-22,155.60442914094793,157.8858685290755,167.86565621734812,0,0.0,0.01759308570204987,0.0,0.949796459152288,1.0191122753726491
2022-06-23,157.81805205994482,156.8418307022572,167.426967662765,0,0.0,0.014225963433160294,0.0,0.949796459152288,1.0336101293363853
2022-06-24,161.12265633631372,156.26650976133243,167.1030209508145,0,0.0,0.020939330027427427,0.0,0.949796459152288,1.0552532329542519
2022-06-27,157.17835561499928,155.7226411836905,166.6658770191582,0,0.0,-0.02448011230078939,-0.0,0.949796459152288,1.0294205153057607
2022-06-28,152.8057440773103,155.02050969901865,166.19696597030662,0,0.0,-0.027819425394673858,-0.0,0.949796459152288,1.0007826280804655
2022-06-29,153.93698730230568,154.53345170686893,165.76463854744318,0,0.0,0.0074031459473344885,0.0,0.949796459152288,1.008191567937702
2022-06-30,152.6593215961454,154.30336518337862,165.3255680245974,0,0.0,-0.008299926668378754,-0.0,0.949796459152288,0.9998236518561413
2022-07-01,153.77247041040462,154.22133877693673,164.83398350119313,0,0.0,0.007291718596811547,0.0,0.949796459152288,1.0071140845719129
2022-07-04,154.64870707458525,154.26881061765582,164.4411376167982,0,0.0,0.005698267458681183,0.0,0.949796459152288,1.0128528899872085
2022-07-05,155.23491926735443,154.63419027514468,164.07991313526767,0,0.0,0.0037906051971483556,0.0,0.949796459152288,1.0166922154159408
2022-07-06,157.6768419290095,155.01259360294188,163.69814945743806,0,0.0,0.015730498480496236,0.0,0.949796459152288,1.0326852907656736
2022-07-07,159.2306051772237,155.30414606991337,163.3813547012977,0,0.0,0.009854099239974268,0.0,0.949796459152288,1.0428614741045403
2022-07-08,160.58327171257156,155.50330943787407,163.1572767764368,0,0.0,0.008495015979135045,0.0,0.949796459152288,1.0517205989910827
2022-07-11,158.4456317326916,155.65202437889553,162.8717548924463,0,0.0,-0.013311722678724158,-0.0,0.949796459152288,1.0377203860418118
2022-07-12,163.02542360163852,156.00433173746885,162.6907259758017,0,0.0,0.028904500672340072,0.0,0.949796459152288,1.0677151756378584
2022-07-13,163.503104732827,156.51223769196847,162.46983646409822,0,0.0,0.0029301020701884006,0.0,0.949796459152288,1.0708436900843665
2022-07-14,166.57485169130308,157.14143775222414,162.35831649339175,0,0.0,0.01878708641952387,0.0,0.949796459152288,1.0909617230317834
2022-07-15,167.59960681941592,157.89762437583744,162.25364854083963,0,0.0,0.006151919798865757,0.0,0.949796459152288,1.0976732320555074
2022-07-18,171.19233477200433,158.77637558122655,162.18065116518446,0,0.0,0.021436374588035045,0.0,0.949796459152288,1.1212033666331083
2022-07-19,171.767918466331,159.7190616757664,162.0575333427843,0,0.0,0.0033622048270633975,0.0,0.949796459152288,1.1249730820045218
2022-07-20,172.5222174652103,160.56495109197948,162.00877866340116,0,0.0,0.004391384640474394,0.0,0.949796459152288,1.1299132715177835
2022-07-21,173.05873388472853,161.32698518321868,161.88690219243463,0,0.0,0.003109839575452966,0.0,0.949796459152288,1.133427120526379
2022-07-22,171.2615927399986,161.83393200340294,161.77716845042497,1,1.0,-0.010384573516682316,-0.0,0.949796459152288,1.1216569632674713
2022-07-25,169.8541123708208,162.467719841194,161.7207004531364,1,0.0,-0.008218307132729974,-0.008218307132729974,0.9419907401373951,1.112438841845774
2022-07-26,169.60780201778078,163.30782273821754,161.70858947191,1,0.0,-0.001450128875904233,-0.001450128875904233,0.9406247321642875,1.110825662158536
2022-07-27,169.4430736615119,164.08312705617783,161.68166627024738,1,0.0,-0.0009712310065288499,-0.0009712310065288499,0.9397111682589017,1.1097467938325996
2022-07-28,166.94992427115696,164.79765718992843,161.61936141358177,1,0.0,-0.014713787565819203,-0.014713787565819203,0.9258844577559124,1.0934182152562977
2022-07-29,173.52106148843706,165.78508674383005,161.6613404602822,1,0.0,0.039359929307948516,0.039359929307948516,0.9623272045605133,1.1364550789128087
2022-08-01,170.97153102182693,166.60122794119212,161.62192290517444,1,0.0,-0.014692916495211872,-0.014692916495211872,0.948187811302835,1.1197572393377835
2022-08-02,170.28969576689747,167.35396676616926,161.54808688269887,1,0.0,-0.003988004616057528,-0.003988004616057528,0.9444064339344699,1.1152916422984405
2022-08-03,177.24370970475587,168.3323101549566,161.6243525869803,1,0.0,0.040836375369285305,0.040836375369285305,0.982972569571786,1.1608361104495664
2022-08-04,175.540655229771,169.14781265758396,161.5611895196495,1,0.0,-0.009608546773376192,-0.009608546773376192,0.9735276316601097,1.1496821623860876
2022-08-05,177.86515054719334,170.01190659931507,161.66591102749717,1,0.0,0.013241920023482345,0.013241920023482345,0.986419006699203,1.1649061616328285
2022-08-08,179.91775380326482,171.08551270284372,161.90315156020574,1,0.0,0.011540221621586522,0.011540221621586522,0.997802500648257,1.178349436906423
2022-08-09,179.48138412332014,171.9083107289278,162.15581176725718,1,0.0,-0.0024253842142885063,-0.0024253842142885063,0.9953824462142071,1.1754914867832342
2022-08-10,175.58243162239808,172.51227707340632,162.39389745679915,1,0.0,-0.021723436778508076,-0.021723436778508076,0.9737593185734361,1.1499557717864242
2022-08-11,171.42746600046712,172.75490778886453,162.67722573548946,1,0.0,-0.023663902951671645,-0.023663902951671645,0.9507163725604284,1.1227433300041556
2022-08-12,171.56008633740873,172.95293176476417,163.0001674914528,1,0.0,0.0007736236207402936,0.0007736236207402936,0.9514518692028657,1.1236119107642755
2022-08-15,172.87462489723708,173.03704627102582,163.38367458419344,1,0.0,0.007662263338123143,0.007662263338123143,0.9587421439782475,1.132221321114403
2022-08-16,167.16288706649334,172.80679470103397,163.76838580317178,1,0.0,-0.03303976991498325,-0.03303976991498325,0.9270655241334085,1.0948129891719447
2022-08-17,167.72307878051973,172.56683776679944,164.12067187132084,1,0.0,0.0033511727624300214,0.0033511727624300214,0.9301722808668723,1.0984818966412122
2022-08-18,166.1262946214503,172.2202158036355,164.37520664699397,1,0.0,-0.009520360410024131,-0.009520360410024131,0.9213167055096055,1.088023953081301
2022-08-19,168.6746266974487,172.090867501508,164.6166990938758,1,0.0,0.015339727415248916,0.015339727415248916,0.935449452635238,1.1047139439428297
2022-08-22,169.30356747465186,172.06334025669958,164.8933437851236,1,0.0,0.0037287219157822182,0.0037287219157822182,0.9389374835103855,1.1088331150362796
2022-08-23,167.29696512449286,171.94779841203516,165.11969755901,1,0.0,-0.011852097271721318,-0.011852097271721318,0.9278091051237553,1.0956911170987638
2022-08-24,166.31671697949236,171.79148057793418,165.37913218574317,1,0.0,-0.005859330109611149,-0.005859330109611149,0.9223727652981323,1.0892711011455134
2022-08-25,166.5956578807435,171.77376725841353,165.63122833363425,1,0.0,0.0016771669518076404,0.0016771669518076404,0.9239197384173378,1.0910979906379137
2022-08-26,170.38604728315866,171.6170165481496,165.9894317923544,1,0.0,0.022752029978647448,0.022752029978647448,0.9449407880036731,1.1159226848305495
2022-08-29,179.07100524330846,172.02199025922366,166.49850568393617,1,0.0,0.05097223686230934,0.05097223686230934,0.9931065336706536,1.1728037602417565
2022-08-30,180.2861034054709,172.52181064115234,167.0459438205349,1,0.0,0.0067855662088422974,0.0067855662088422974,0.9998453238073097,1.1807618978068561
2022-08-31,180.8242421225667,172.70083726204288,167.55034008016727,1,0.0,0.002984915126184262,0.002984915126184262,1.0028297772381867,1.184286371856042
2022-09-01,183.06273954759004,173.07694147793384,168.05523382992016,1,0.0,0.012379409965982635,0.012379409965982635,1.0152442181767132,1.198947138370374
2022-09-02,183.36225127142976,173.35179651414563,168.50002572862246,1,0.0,0.0016361151623749404,0.0016361151623749404,1.0169052746355856,1.2009087539623478
2022-09-05,185.62538024003612,173.63717783598423,169.06896622112322,1,0.0,0.012342393011178121,0.012342393011178121,1.029456319190278,1.2157308417743153
2022-09-06,187.19209656785435,174.02271345821094,169.7566932709341,1,0.0,0.008440205352265195,0.008440205352265195,1.0381451419254308,1.2259918597319728
2022-09-07,187.62300267050057,174.62474201061607,170.430413578298,1,0.0,0.0023019460252160506,0.0023019460252160506,1.0405348960084835,1.22881402682043
2022-09-08,185.6811824266247,175.33742783192395,171.09085079490757,1,0.0,-0.010349585158734742,-0.010349585158734742,1.0297657914916085,1.2160963114056043
2022-09-09,186.59240016197208,176.0890435231521,171.74724938993896,1,0.0,0.004907431778701898,0.004907431778701898,1.0348192968613945,1.2220642210901582
2022-09-12,189.75544202187223,176.93308437938384,172.44938408888464,1,0.0,0.01695161141158197,0.01695161141158197,1.0523611514629954,1.2427801788860762
2022-09-13,190.43722384673333,178.09680121839585,173.15343018047224,1,0.0,0.003592950049793764,0.003592950049793764,1.0561422325145453,1.2472454259916876
2022-09-14,195.5765337573932,179.48947396723952,173.91142401703993,1,0.0,0.026986897870324267,0.026986897870324267,1.0846442350799517,1.2809047109221543
2022-09-15,199.02878347636423,181.13459840998524,174.70738758302272,1,0.0,0.01765165611971331,0.01765165611971331,1.1037900021298124,1.303514800401473
2022-09-16,199.09728382635674,182.65573126643065,175.47766782529845,1,0.0,0.00034417308288814397,0.00034417308288814397,1.1041698969377065,1.3039634351089175
2022-09-19,205.2166681704421,184.45138630122014,176.41308855405342,1,0.0,0.030735649560254208,0.030735649560254208,1.138107275944966,1.3440415982898106
2022-09-20,202.05648114710675,186.18936210235086,177.19370970496283,1,0.0,-0.015399270690383937,-0.015399270690383937,1.120581253927994,1.3233443378986096
2022-09-21,206.39290869414313,188.1931716880834,178.05150578418915,1,0.0,0.021461462272418963,0.021461462272418963,1.1446305662323495,1.35174524247984
2022-09-22,213.15095464052854,190.52093652607263,178.98302784317363,1,0.0,0.03274359564552798,0.03274359564552798,1.1821098866565733,1.396006242115366
2022-09-23,212.8283551309279,192.64305191846108,179.88760280940392,1,0.0,-0.001513479074699453,-0.001513479074699453,1.1803207880791233,1.3938934158797747
2022-09-26,213.02613941757988,194.34080862717468,180.72427890231538,1,0.0,0.000929313608284632,0.000929313608284632,1.1814176762496265,1.39518877999965
2022-09-27,216.80939235120562,196.1669730744614,181.6251083800129,1,0.0,0.017759571402689245,0.017759571402689245,1.202399147827381,1.4199667347582847
2022-09-28,222.41535116309953,198.24652852648802,182.62297105397067,1,0.0,0.025856623419768354,0.025856623419768354,1.233489129793004,1.4566822798875279
2022-09-29,224.5934671435375,200.32306490628542,183.65366571914686,1,0.0,0.009793010999680218,0.009793010999680218,1.245568702409053,1.4709475854775056
2022-09-30,226.0764120867449,202.4587729470512,184.74996210608177,1,0.0,0.006602796430671187,0.006602796430671187,1.2537929389914753,1.480659952944601
2022-10-03,230.05393056545518,204.68020046332214,185.95395846997445,1,0.0,0.017593690743747725,0.017593690743747725,1.2758517842167858,1.5067102262533603
2022-10-04,231.65863695138438,206.90352748249862,187.19497516864655,1,0.0,0.006975348701867334,0.006975348701867334,1.2847512953035976,1.5172200554741468
2022-10-05,227.86013211266206,208.9153839546067,188.36331633766952,1,0.0,-0.016396992094533824,-0.016396992094533824,1.2636852384710624,1.492342210218869
2022-10-06,227.81362333056836,211.02200599980387,189.58059031885776,1,0.0,-0.00020411109948226258,-0.00020411109948226258,1.2634273062876387,1.4920376066095375
2022-10-07,228.399258872904,213.11234893535047,190.6781542665471,1,0.0,0.0025706783192938065,0.0025706783192938065,1.266675171471916,1.4958731553364197
2022-10-10,223.61022911273784,214.80508828989377,191.73092822836534,1,0.0,-0.020967799036646917,-0.020967799036646917,1.2401157810317827,1.4645079876310108
2022-10-11,225.6764612081485,216.56705015796456,192.83866353719034,1,0.0,0.009240329047598861,0.009240329047598861,1.2515748589056364,1.4780405233295582
2022-10-12,223.63854633409773,217.97015078679973,193.76656026977716,1,0.0,-0.009030250045312216,-0.009030250045312216,1.240272824979292,1.4646934478267881
2022-10-13,226.94625810828373,219.3660245183957,194.79467232734743,1,0.0,0.014790436748969737,0.014790436748969737,1.2586170017486142,1.4863569036235007
2022-10-14,222.222072473854,220.5222639507706,195.68181076588064,1,0.0,-0.020816318690637492,-0.020816318690637492,1.2324172291307605,1.4554164246296448
2022-10-17,219.61522366362638,221.2421917254298,196.47576016308787,1,0.0,-0.011730827551049594,-0.011730827551049594,1.2179599551448852,1.4383431855373492
